"","baseMean","log2FoldChange","lfcSE","padj","Phylum","Class","Order","Family","Genus","Species","Bd_inhibition","change"
"3accfd6f1b545ed5f7500a7f5a17636d",176.145846524288,3.69962339627196,1.25245238698049,0.00469135126866231,"Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_bacterium",NA,"Increase"
"7ada9e0268a1f22ffd4b514989a91672",152.739882454224,3.17970484869789,1.08825846285738,0.00516533275395278,"Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Hydrocarboniphaga","uncultured_bacterium",NA,"Increase"
"2ceedc738d105d9a1762cf17de918a21",79.9036899635938,5.90195559985805,2.05242709405028,0.00588493443824641,"Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Candidatus_Fluviicola",NA,"Increase"
"52a6da9b993cdf8b44cbdbd9d86657a6",64.4959058043756,4.10362149035977,1.45857346294827,0.00698552885458174,"Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","uncultured_Myxococcales",NA,"Increase"
"3cdd7974359a9a0f350ab69b3c391381",3.96215653208157,5.48077860396736,1.98629867681808,0.00803074707426092,"Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia","",NA,"Increase"
"cb260f52019681ea39d103cb679a8ff5",6.44270442805584,6.18365927568073,2.29627436324047,0.00968771247492901,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","",NA,"Increase"
"5baad4a07903c9a6a1072f9ba096938d",6.40078202388055,6.17411911183439,2.30984628120121,0.0101020773432282,"Planctomycetota","OM190","OM190","OM190","OM190","uncultured_bacterium",NA,"Increase"
"b7d6cf3f7467ca45087ca083796a0af0",36.0242551480348,5.51843665339246,2.09456587001512,0.0110727385207633,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas","",NA,"Increase"
"97526cc3bdb30750d172ec27041d3211",12.9336517606062,4.86130558520997,1.95375089079998,0.0159188575226571,"Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","",NA,"Increase"
"0d181f6ba522bc057090a65a064a6a97",5.3082530852398,5.90288906114129,2.65619156683811,0.030926481747165,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus","uncultured_bacterium",NA,"Increase"
"4a3fcc68b2861dd3159b68132d4b63cd",8.1711830378988,4.25608242055582,2.02658508215683,0.0411763253195033,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","","",NA,"Increase"
"a1b5c22937f5d5a044f7d3d1769975c3",72.5063559398234,-26.22558227001,2.17927863730816,3.58805893130643e-31,"Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","uncultured_bacterium",NA,"Decrease"
"8a708778e5a5f5a6d79a3923406f7fca",87.0308029551282,-9.83463375998768,0.901849294430127,1.10955848587597e-25,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","",NA,"Decrease"
"27af011f1ebcc0867bb168193e6a9d27",46.6469480770896,-24.8128951408631,2.30183120564327,3.27567930168227e-25,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",NA,"Decrease"
"1a226ce3860520d178a1fef1d5ef6ed4",113.043999180936,-10.2115829143923,0.97052092774538,4.18364872818969e-24,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","",NA,"Decrease"
"260338037b5c91ecf1559ab150997f0c",130.040677160521,-9.97912989841927,0.961946889516583,1.65708150136326e-23,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis","",NA,"Decrease"
