"","baseMean","log2FoldChange","lfcSE","padj","Phylum","Class","Order","Family","Genus","Species","Bd_inhibition","change"
"a60f0b4bc20e5a162b45b3d2ed7a0d6c",4.62028790415587,4.35848732397629,1.86454081450179,0.027894280752141,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","","ns","Increase"
"6c3fb343f46983254cdb83e99fa07a49",55.8541375183453,2.97269288752038,1.27787107317982,0.0284070924284357,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","",NA,"Increase"
"02a021a4a33ccd51f4b020422088397b",153.077265469724,3.31923688823402,1.48628246230992,0.0344259969938582,"Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Antarctic_bacterium","ns","Increase"
"97f83e381bd05e6b0dc0eae8402bf1b4",5.31603759862129,4.56780138355756,2.14100764802973,0.0417589875503353,"Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Candidatus_Fluviicola",NA,"Increase"
"d6812f0202df5f8eb1d2b471b3bb3459",4.71120999474642,5.69375449434939,2.71135581510647,0.0446648116936221,"Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","",NA,"Increase"
"3da13822a4e59d2d70a6ec427c82e650",4.24914973807303,5.54575638203763,2.68577003367682,0.0481678022872408,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","","",NA,"Increase"
"3cf9109295c4ca660c5425a2a2dc1070",47.3930604333374,-25.6426176332326,2.26153462871582,6.75946071014006e-28,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","uncultured_Rhodobacter",NA,"Decrease"
"5c4648d415fbb34395de7bf03a3606aa",219.0266835601,-11.2149774186615,1.06323399895994,2.49108254089979e-24,"Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Crenothrix","uncultured_bacterium",NA,"Decrease"
"260338037b5c91ecf1559ab150997f0c",81.2438493443356,-9.78417482187069,1.03706028718487,1.29966085775619e-19,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis","",NA,"Decrease"
"c6a33d143b0b1bcf4004c909a4af6aa8",13.162806366829,-23.9048836880433,2.53653098534227,1.29966085775619e-19,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","",NA,"Decrease"
"cd8a0f3aa3893389792b288dd9359d87",57.4493921689015,-9.28439261082555,0.987427228807376,1.41936892649506e-19,"Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Limnoluna","uncultured_bacterium","inhibitory","Decrease"
"f45c7d5fc6833e0bfda7562d5c85339d",130.539475991076,-10.4682680275423,1.11741038731021,1.76855878700732e-19,"Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","",NA,"Decrease"
"ad53576cccb4fb7af5597cb3f5168ab2",94.8606937969727,-10.0078636187461,1.15684952405038,1.11417160220263e-16,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",NA,"Decrease"
"27af011f1ebcc0867bb168193e6a9d27",20.4253133013236,-23.8756328007134,2.77526648019455,1.55310502000838e-16,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",NA,"Decrease"
"d1846621d56307859a8d6c6bf12e33cd",34.5473408507194,-8.55114265539538,1.02579447701919,1.41729298274806e-15,"Verrucomicrobiota","Verrucomicrobiae","uncultured","uncultured","uncultured","uncultured_Opitutae",NA,"Decrease"
"4e5ff310075a50266f9d480989d68398",100.763948186585,-10.0950779541815,1.21840534538653,2.01651012724746e-15,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter_necessarius","ns","Decrease"
